name,price,category,popularity,durability,category_encoded
Doctor Strange's Cloak of Levitation,52.35375555713623,Costumes,69,83,0
Thor's Lightning Powers,53.48240863126194,Powers,91,97,1
Vision's Solar Gem,25.051370120650216,Weapons,85,77,2
Thor's Mjolnir Hammer,29.425291791554763,Weapons,86,84,2
Vision's Mind Stone,64.61320154314372,Weapons,95,100,2
Black Widow's Tactical Vest,53.38738608725597,Costumes,85,87,0
Hawkeye's Quiver,33.3170952976179,Weapons,70,83,2
Black Widow's Gauntlets,47.420719252349166,Weapons,81,81,2
Spider-Man Web Shooter,13.576887005446112,Powers,100,51,1
Thor's Stormbreaker Axe,91.37852875545491,Weapons,87,94,2
Iron Man's Arc Reactor,51.54601843452238,Weapons,100,84,2
Iron Man Armor,97.36838718305097,Costumes,94,88,0
Iron Man's Arc Reactor,59.79151973466836,Weapons,98,84,2
Iron Man's Repulsor Blasters,31.82381869969632,Weapons,92,81,2
Iron Man's Mark 50 Armor,155.20964440643394,Costumes,93,79,0
Iron Man Armor,108.63795065075696,Costumes,90,77,0
Iron Man's Mark 50 Armor,146.92847395478813,Costumes,90,85,0
Iron Man Armor,105.16858306427356,Costumes,96,79,0
Black Panther's Vibranium Suit,114.10388745811798,Costumes,88,98,0
Hulkbuster Armor,209.22370121775495,Costumes,97,98,0
Hulk's Smash Fist,13.86800531406319,Weapons,78,100,2
Hawkeye's Quiver,29.01693819397359,Weapons,70,89,2
Hulk's Smash Fist,24.605412547525315,Weapons,83,89,2
Ant-Man's Shrinking Powers,46.39925783788432,Powers,76,83,1
Thor's Lightning Powers,41.245657270399164,Powers,100,94,1
Wolverine's Claws,13.823520481138068,Weapons,70,87,2
Spider-Man's Suit,46.36115438532201,Costumes,94,72,0
Black Widow's Gauntlets,54.86109372060189,Weapons,82,83,2
Black Panther's Vibranium Suit,113.10821102643874,Costumes,87,99,0
Shuri's Vibranium Tech,37.27066575624236,Powers,76,100,1
Green Goblin's Glider,49.28269444500458,Weapons,78,79,2
Iron Man's Arc Reactor,54.26693190112828,Weapons,96,72,2
Doctor Strange's Cloak of Levitation,61.15193809361083,Costumes,69,99,0
Thor's Mjolnir Hammer,24.290415789473762,Weapons,85,84,2
Hulk's Smash Fist,27.21314796570223,Weapons,80,97,2
Vision's Solar Gem,25.979012351808457,Weapons,89,78,2
Vision's Mind Stone,46.611641867175194,Weapons,100,99,2
Captain Marvel's Photon Blasts,70.95156894417418,Powers,88,78,1
Shuri's Vibranium Tech,33.028146973236915,Powers,77,88,1
Iron Man Armor,91.22338368987624,Costumes,93,74,0
Loki's Scepter,56.463468303767115,Weapons,85,90,2
Black Widow's Tactical Vest,46.68078848456201,Costumes,89,88,0
Black Widow's Gauntlets,36.42600365477226,Weapons,81,71,2
Black Widow's Tactical Vest,53.868626476719776,Costumes,82,82,0
Black Panther's Mask,24.450553185149477,Costumes,87,81,0
Doctor Strange's Cloak of Levitation,63.48263451067868,Costumes,71,92,0
Hulkbuster Armor,190.58964586000582,Costumes,100,100,0
Vision's Mind Stone,53.0688650534624,Weapons,97,93,2
Captain Marvel's Suit,73.92022861293313,Costumes,87,76,0
Thor's Battle Axe,102.38353097691791,Weapons,83,100,2
The Hulk's Gamma Gloves,39.97783219992998,Weapons,88,95,2
Spider-Man Web Shooter,11.744431021180148,Powers,100,54,1
Hawkeye's Quiver,18.989156133331733,Weapons,73,82,2
Ant-Man's Shrinking Powers,49.88174554737927,Powers,83,65,1
Captain America's Vibranium Shield,70.6383153369085,Weapons,100,100,2
Iron Man's Mark 50 Armor,155.62870211670986,Costumes,95,93,0
Vision's Solar Gem,31.432088373360227,Weapons,89,75,2
Captain America's Shield,46.36755134658759,Weapons,88,75,2
Captain Marvel's Suit,66.17182460556236,Costumes,92,91,0
Green Goblin's Glider,45.32684336900546,Weapons,78,70,2
Black Panther's Vibranium Suit,114.95714108003146,Costumes,88,93,0
Iron Man's Mark 50 Armor,156.3257032321747,Costumes,90,82,0
Thor's Lightning Powers,56.93010180930266,Powers,96,100,1
Vision's Mind Stone,49.512007351599806,Weapons,100,95,2
Green Goblin's Glider,48.26960008257069,Weapons,75,76,2
Thor's Lightning Powers,51.272129735663874,Powers,99,96,1
Hulkbuster Armor,200.84249203041986,Costumes,97,100,0
Thor's Mjolnir Hammer,21.795147537018053,Weapons,83,99,2
Iron Spider Suit,100.39855979777106,Costumes,97,80,0
Black Panther's Mask,40.357923718412934,Costumes,83,84,0
Black Panther's Mask,36.33875265381632,Costumes,85,81,0
Captain America's Shield,42.944240379722295,Weapons,87,78,2
Doctor Strange's Eye of Agamotto,57.21338933183101,Weapons,81,91,2
Hawkeye's Targeting System,17.911911247077086,Weapons,66,75,2
Iron Man's Arc Reactor,51.452064087458204,Weapons,97,83,2
Ant-Man's Shrinking Powers,49.21324200737476,Powers,85,75,1
Vision's Mind Stone,60.13365842472656,Weapons,100,100,2
Green Goblin's Glider,34.454744279612854,Weapons,84,70,2
Captain America's Vibranium Shield,61.13646458595916,Weapons,99,89,2
Vision's Mind Stone,60.566619118719984,Weapons,100,97,2
Thor's Lightning Powers,40.64765485854175,Powers,99,100,1
Thor's Battle Axe,94.41790500874023,Weapons,89,88,2
Hulkbuster Armor,192.81286736297136,Costumes,96,97,0
Green Goblin's Glider,49.63759309880714,Weapons,77,85,2
Hulk's Smash Fist,29.423236108566194,Weapons,85,100,2
Black Panther's Mask,30.932598681955877,Costumes,84,86,0
Wolverine's Claws,21.853521526425297,Weapons,70,83,2
Black Panther's Vibranium Suit,124.40827175993937,Costumes,85,97,0
Winter Soldier's Arm,64.65168988997537,Weapons,67,93,2
Hulkbuster Armor,207.63541316668875,Costumes,100,100,0
Captain America's Vibranium Shield,57.02857119274243,Weapons,100,100,2
Black Widow's Tactical Vest,60.164870871180355,Costumes,83,85,0
Winter Soldier's Arm,51.474187791227486,Weapons,65,89,2
Captain America's Shield,46.364338159133155,Weapons,86,77,2
Black Panther's Mask,25.402104063023813,Costumes,86,85,0
Black Widow's Gauntlets,46.93092517224463,Weapons,81,75,2
Captain America's Tactical Gloves,35.69552200282286,Costumes,77,80,0
The Falcon's Wings,83.84884516203928,Weapons,77,99,2
The Falcon's Wings,68.14207554661569,Weapons,76,90,2
Thor's Helmet,49.48796841352943,Costumes,76,87,0
Iron Man's Mark 50 Armor,145.30529538699952,Costumes,94,84,0
Wolverine's Claws,9.90831842804483,Weapons,71,93,2
Captain Marvel's Photon Blasts,72.78709009691302,Powers,87,76,1
Iron Man's Repulsor Blasters,20.06631144338935,Weapons,86,84,2
Hawkeye's Targeting System,22.501819074186017,Weapons,72,71,2
Black Panther's Vibranium Suit,110.51471385463371,Costumes,87,100,0
The Hulk's Gamma Gloves,49.541153919985305,Weapons,87,83,2
Iron Man's Arc Reactor,60.6975314613383,Weapons,100,85,2
Hawkeye's Targeting System,15.300087942352425,Weapons,75,82,2
Captain America's Vibranium Shield,58.697624410840945,Weapons,100,96,2
Vision's Mind Stone,54.905505415889166,Weapons,99,99,2
Shuri's Vibranium Tech,36.25801619324718,Powers,79,100,1
Spider-Man Web Shooter,13.01261348847078,Powers,100,53,1
Hulk's Smash Fist,26.352823477952384,Weapons,83,98,2
Iron Man's Unibeam,69.55025517249136,Weapons,95,82,2
Doctor Strange's Eye of Agamotto,48.372641498689006,Weapons,88,95,2
Thor's Lightning Powers,57.633077388352454,Powers,97,99,1
Hulk's Smash Fist,20.8860873041715,Weapons,75,100,2
Thor's Lightning Powers,58.009101229431835,Powers,99,100,1
Scarlet Witch's Magic Powers,82.39563749510866,Powers,87,85,1
Doctor Strange's Cloak of Levitation,64.44329756675513,Costumes,68,84,0
Thor's Mjolnir Hammer,28.45749798631199,Weapons,90,93,2
Loki's Scepter,59.935384535575515,Weapons,90,74,2
Captain America's Tactical Gloves,21.14772719975553,Costumes,71,82,0
Captain America's Vibranium Shield,66.12728407939598,Weapons,100,95,2
Captain Marvel's Suit,75.39376355084138,Costumes,85,94,0
Iron Man's Unibeam,75.45124020899618,Weapons,100,73,2
Hawkeye's Quiver,17.99284639182683,Weapons,74,93,2
Iron Man's Unibeam,80.16754775715346,Weapons,96,73,2
Thor's Lightning Powers,55.590893939285046,Powers,94,100,1
Green Goblin's Glider,47.5478712539211,Weapons,79,77,2
Black Widow's Tactical Vest,54.71169584572661,Costumes,89,95,0
Thor's Mjolnir Hammer,23.43399456313463,Weapons,86,84,2
Thor's Battle Axe,102.17310528171254,Weapons,86,86,2
Thor's Stormbreaker Axe,107.79148427828515,Weapons,85,92,2
Spider-Man Web Shooter,24.90499639678272,Powers,99,61,1
Captain America's Shield,46.74732162853866,Weapons,89,84,2
Captain Marvel's Suit,81.85693137222815,Costumes,95,78,0
Iron Spider Suit,102.68771041936881,Costumes,97,90,0
Captain Marvel's Suit,79.5759882653911,Costumes,94,95,0
Hulk's Smash Fist,16.748713817852227,Weapons,78,98,2
Hulkbuster Armor,205.18986590452513,Costumes,100,91,0
Vision's Solar Gem,40.829807841624685,Weapons,86,79,2
Vision's Solar Gem,33.067702820248876,Weapons,93,88,2
Captain America's Shield,43.464747120255744,Weapons,88,76,2
Wolverine's Claws,8.651420890159704,Weapons,65,86,2
Loki's Scepter,45.46954996948718,Weapons,87,86,2
Thor's Stormbreaker Axe,102.70819618151688,Weapons,81,85,2
Wolverine's Claws,15.439335230706142,Weapons,74,89,2
Vision's Mind Stone,65.20040756560576,Weapons,100,100,2
Captain Marvel's Photon Blasts,62.98519803289309,Powers,87,83,1
Hulk's Smash Fist,18.691387528695238,Weapons,81,86,2
Doctor Strange's Cloak of Levitation,62.07642653171093,Costumes,68,87,0
Black Widow's Tactical Vest,49.5022408183955,Costumes,83,88,0
Black Widow's Tactical Vest,53.190143929910846,Costumes,80,80,0
Black Widow's Widow's Bite,31.220308761047434,Weapons,85,80,2
Captain America's Tactical Gloves,32.007296166489084,Costumes,73,88,0
Captain America's Tactical Gloves,32.091711383909725,Costumes,74,100,0
Captain Marvel's Suit,73.47613601319239,Costumes,91,86,0
Shuri's Vibranium Tech,36.02997418555752,Powers,82,94,1
Doctor Strange's Eye of Agamotto,56.486216429413275,Weapons,86,98,2
